,name,label
50701,0_85111,22
50702,0_85112,20
50703,0_85116,15
50704,0_85119,26
50705,0_85122,28
50706,0_85123,32
50707,0_85126,4
50708,0_85127,28
50709,0_85129,28
50710,0_85133,0
50711,0_85135,24
50712,0_85136,28
50713,0_85137,28
50714,0_85139,24
50715,0_85141,31
50716,0_85143,24
50717,0_85144,2
50718,0_85145,24
50719,0_85146,24
50720,0_85147,3
50721,0_85148,24
50722,0_85149,2
50723,0_85150,26
50724,0_85151,24
50725,0_85154,28
50726,0_85155,28
50727,0_85156,39
50728,0_85159,28
50729,0_85161,9
50730,0_85162,28
50731,0_85163,28
50732,0_85165,26
50733,0_85166,5
50734,0_85167,24
50735,0_85168,28
50736,0_85170,26
50737,0_85171,24
50738,0_85173,4
50739,0_85176,2
50740,0_85177,24
50741,0_85178,5
50742,0_85179,24
50743,0_85180,26
50744,0_85181,28
50745,0_85182,23
50746,0_85183,27
50747,0_85187,26
50748,0_85189,24
50749,0_85190,4
50750,0_85192,27
50751,0_85193,4
50752,0_85196,24
50753,0_85197,24
50754,0_85204,28
50755,0_85208,24
50756,0_85209,24
50757,0_85211,3
50758,0_85212,4
50759,0_85217,5
50760,0_85218,2
50761,0_85219,28
50762,0_85220,4
50763,0_85221,13
50764,0_85227,13
50765,0_85228,27
50766,0_85229,24
50767,0_85232,5
50768,0_85235,26
50769,0_85240,24
50770,0_85244,31
50771,0_85245,24
50772,0_85246,13
50773,0_85247,25
50774,0_85248,24
50775,0_85251,27
50776,0_85252,27
50777,0_85258,24
50778,0_85261,32
50779,0_85262,13
50780,0_85264,31
50781,0_85265,17
50782,0_85269,31
50783,0_85271,24
50784,0_85274,25
50785,0_85275,5
50786,0_85277,24
50787,0_85279,26
50788,0_85280,4
50789,0_85281,24
50790,0_85283,24
50791,0_85284,13
50792,0_85289,22
50793,0_85292,24
50794,0_85293,26
50795,0_85295,24
50796,0_85297,4
50797,0_85300,15
50798,0_85302,27
50799,0_85304,27
50800,0_85308,24
50801,0_85310,28
50802,0_85311,20
50803,0_85312,24
50804,0_85313,24
50805,0_85314,5
50806,0_85315,24
50807,0_85318,5
50808,0_85322,24
50809,0_85325,24
50810,0_85326,5
50811,0_85329,24
50812,0_85330,9
50813,0_85333,24
50814,0_85338,0
50815,0_85343,24
50816,0_85344,31
50817,0_85345,27
50818,0_85347,24
50819,0_85348,31
50820,0_85349,23
50821,0_85350,24
50822,0_85353,24
50823,0_85355,13
50824,0_85356,3
50825,0_85357,4
50826,0_85358,28
50827,0_85359,4
50828,0_85360,25
50829,0_85362,29
50830,0_85363,27
50831,0_85364,5
50832,0_85366,24
50833,0_85368,4
50834,0_85369,28
50835,0_85371,24
50836,0_85372,8
50837,0_85373,28
50838,0_85375,5
50839,0_85377,24
50840,0_85379,31
50841,0_85381,27
50842,0_85382,27
50843,0_85383,23
50844,0_85384,24
50845,0_85386,24
50846,0_85389,28
50847,0_85390,20
50848,0_85391,28
50849,0_85394,24
50850,0_85397,33
50851,0_85399,26
50852,0_85401,27
50853,0_85404,3
50854,0_85405,5
50855,0_85408,4
50856,0_85410,2
50857,0_85411,5
50858,0_85412,23
50859,0_85413,26
50860,0_85414,8
50861,0_85415,28
50862,0_85416,8
50863,0_85417,24
50864,0_85418,24
50865,0_85419,24
50866,0_85420,13
50867,0_85425,23
50868,0_85426,3
50869,0_85427,24
50870,0_85428,8
50871,0_85429,24
50872,0_85430,24
50873,0_85432,28
50874,0_85433,27
50875,0_85435,28
50876,0_85437,31
50877,0_85439,24
50878,0_85441,24
50879,0_85442,8
50880,0_85445,24
50881,0_85446,24
50882,0_85449,24
50883,0_85450,2
50884,0_85455,18
50885,0_85457,4
50886,0_85460,31
50887,0_85462,24
50888,0_85464,28
50889,0_85466,3
50890,0_85467,24
50891,0_85468,15
50892,0_85469,24
50893,0_85470,24
50894,0_85471,26
50895,0_85472,8
50896,0_85473,24
50897,0_85475,24
50898,0_85476,24
50899,0_85478,24
50900,0_85479,24
50901,0_85480,24
50902,0_85482,28
50903,0_85484,26
50904,0_85485,28
50905,0_85488,28
50906,0_85490,9
50907,0_85491,28
50908,0_85495,0
50909,0_85499,28
50910,0_85501,28
50911,0_85502,28
50912,0_85504,5
50913,0_85505,2
50914,0_85506,22
50915,0_85507,28
50916,0_85512,5
50917,0_85514,8
50918,0_85515,33
50919,0_85516,39
50920,0_85517,24
50921,0_85520,23
50922,0_85521,5
50923,0_85522,8
50924,0_85523,24
50925,0_85524,8
50926,0_85526,4
50927,0_85528,23
50928,0_85532,5
50929,0_85533,24
50930,0_85534,25
50931,0_85535,26
50932,0_85536,8
50933,0_85538,24
50934,0_85539,31
50935,0_85541,13
50936,0_85543,7
50937,0_85544,20
50938,0_85545,5
50939,0_85547,28
50940,0_85548,28
50941,0_85550,24
50942,0_85551,26
50943,0_85552,28
50944,0_85553,24
50945,0_85554,28
50946,0_85556,29
50947,0_85557,9
50948,0_85558,28
50949,0_85560,27
50950,0_85567,28
50951,0_85568,26
50952,0_85571,31
50953,0_85572,4
50954,0_85573,8
50955,0_85575,3
50956,0_85576,15
50957,0_85577,2
50958,0_85578,23
50959,0_85580,2
50960,0_85584,39
50961,0_85585,24
50962,0_85586,24
50963,0_85587,13
50964,0_85589,8
50965,0_85592,5
50966,0_85593,27
50967,0_85595,39
50968,0_85596,27
50969,0_85597,3
50970,0_85599,31
50971,0_85600,20
50972,0_85601,28
50973,0_85603,17
50974,0_85604,4
50975,0_85608,20
50976,0_85609,28
50977,0_85610,4
50978,0_85611,4
50979,0_85612,25
50980,0_85613,9
50981,0_85614,28
50982,0_85615,33
50983,0_85616,2
50984,0_85617,8
50985,0_85620,8
50986,0_85621,28
50987,0_85624,9
50988,0_85625,28
50989,0_85627,13
50990,0_85628,27
50991,0_85629,24
50992,0_85630,24
50993,0_85632,20
50994,0_85633,24
50995,0_85634,24
50996,0_85636,24
50997,0_85637,9
50998,0_85638,39
50999,0_85640,31
51000,0_85641,24
51001,0_85642,28
51002,0_85643,26
51003,0_85645,24
51004,0_85647,8
51005,0_85651,8
51006,0_85652,24
51007,0_85653,13
51008,0_85654,24
51009,0_85657,2
51010,0_85661,8
51011,0_85663,22
51012,0_85664,9
51013,0_85665,28
51014,0_85667,24
51015,0_85669,2
51016,0_85670,8
51017,0_85671,9
51018,0_85672,2
51019,0_85674,24
51020,0_85675,5
51021,0_85677,5
51022,0_85680,5
51023,0_85684,28
51024,0_85686,2
51025,0_85688,33
51026,0_85689,29
51027,0_85690,31
51028,0_85691,9
51029,0_85692,28
51030,0_85693,20
51031,0_85694,28
51032,0_85695,28
51033,0_85697,1
51034,0_85700,28
51035,0_85701,4
51036,0_85702,9
51037,0_85704,28
51038,0_85705,24
51039,0_85706,31
51040,0_85707,2
51041,0_85708,4
51042,0_85709,24
51043,0_85714,24
51044,0_85715,26
51045,0_85716,9
51046,0_85718,29
51047,0_85719,28
51048,0_85722,26
51049,0_85723,39
51050,0_85725,39
51051,0_85727,8
51052,0_85729,24
51053,0_85730,9
51054,0_85731,28
51055,0_85734,27
51056,0_85735,4
51057,0_85736,2
51058,0_85737,28
51059,0_85740,27
51060,0_85742,28
51061,0_85743,9
51062,0_85745,28
51063,0_85747,5
51064,0_85748,22
51065,0_85752,27
51066,0_85753,22
51067,0_85754,24
51068,0_85757,28
51069,0_85758,28
51070,0_85759,28
51071,0_85760,18
51072,0_85761,23
51073,0_85762,28
51074,0_85766,28
51075,0_85768,27
51076,0_85770,2
51077,0_85774,24
51078,0_85775,28
51079,0_85776,33
51080,0_85777,17
51081,0_85779,28
51082,0_85780,24
51083,0_85781,28
51084,0_85782,8
51085,0_85784,5
51086,0_85785,24
51087,0_85787,28
51088,0_85789,22
51089,0_85790,28
51090,0_85792,27
51091,0_85794,28
51092,0_85797,28
51093,0_85801,24
51094,0_85802,8
51095,0_85803,28
51096,0_85805,8
51097,0_85807,24
51098,0_85811,8
51099,0_85812,24
51100,0_85813,4
51101,0_85814,24
51102,0_85815,24
51103,0_85816,18
51104,0_85817,28
51105,0_85818,24
51106,0_85823,4
51107,0_85825,28
51108,0_85826,9
51109,0_85827,24
51110,0_85828,31
51111,0_85829,23
51112,0_85830,24
51113,0_85831,5
51114,0_85832,24
51115,0_85834,4
51116,0_85835,2
51117,0_85836,3
51118,0_85837,25
51119,0_85838,26
51120,0_85840,24
51121,0_85844,24
51122,0_85847,28
51123,0_85848,24
51124,0_85849,27
51125,0_85850,26
51126,0_85851,24
51127,0_85854,27
51128,0_85855,22
51129,0_85856,24
51130,0_85857,2
51131,0_85859,8
51132,0_85865,27
51133,0_85867,32
51134,0_85870,27
51135,0_85872,17
51136,0_85873,8
51137,0_85874,24
51138,0_85875,3
51139,0_85877,28
51140,0_85879,24
51141,0_85882,26
51142,0_85884,4
51143,0_85886,24
51144,0_85888,28
51145,0_85889,24
51146,0_85890,24
51147,0_85891,24
51148,0_85892,8
51149,0_85893,28
51150,0_85894,28
51151,0_85896,4
51152,0_85898,25
51153,0_85901,24
51154,0_85902,4
51155,0_85907,28
51156,0_85911,24
51157,0_85912,24
51158,0_85914,24
51159,0_85916,28
51160,0_85918,24
51161,0_85920,26
51162,0_85921,33
51163,0_85923,5
51164,0_85924,8
51165,0_85925,26
51166,0_85926,28
51167,0_85929,24
51168,0_85934,8
51169,0_85935,26
51170,0_85936,2
51171,0_85940,24
51172,0_85942,24
51173,0_85943,24
51174,0_85945,27
51175,0_85948,26
51176,0_85949,27
51177,0_85950,24
51178,0_85952,24
51179,0_85954,22
51180,0_85955,7
51181,0_85956,24
51182,0_85957,25
51183,0_85958,24
51184,0_85959,24
51185,0_85960,24
51186,0_85961,26
51187,0_85962,24
51188,0_85964,24
51189,0_85965,28
51190,0_85966,8
51191,0_85968,24
51192,0_85969,24
51193,0_85970,28
51194,0_85971,24
51195,0_85972,24
51196,0_85973,18
51197,0_85974,4
51198,0_85975,8
51199,0_85977,23
51200,0_85978,28
51201,0_85980,26
51202,0_85982,24
51203,0_85983,24
51204,0_85986,24
51205,0_85987,27
51206,0_85988,20
51207,0_85989,27
51208,0_85990,24
51209,0_85992,9
51210,0_85993,24
51211,0_85994,15
51212,0_85996,3
51213,0_85998,1
51214,0_85999,28
51215,0_86002,5
51216,0_86003,32
51217,0_86004,28
51218,0_86005,24
51219,0_86006,4
51220,0_86008,24
51221,0_86010,28
51222,0_86012,0
51223,0_86014,3
51224,0_86015,27
51225,0_86016,28
51226,0_86017,17
51227,0_86018,28
51228,0_86020,5
51229,0_86021,5
51230,0_86022,2
51231,0_86023,28
51232,0_86024,28
51233,0_86027,5
51234,0_86030,8
51235,0_86033,28
51236,0_86034,4
51237,0_86035,27
51238,0_86036,9
51239,0_86037,9
51240,0_86039,8
51241,0_86041,22
51242,0_86042,24
51243,0_86043,8
51244,0_86046,20
51245,0_86047,28
51246,0_86049,24
51247,0_86050,28
51248,0_86051,24
51249,0_86052,28
51250,0_86054,28
51251,0_86055,22
51252,0_86056,28
51253,0_86057,2
51254,0_86058,28
51255,0_86060,28
51256,0_86061,28
51257,0_86063,22
51258,0_86064,5
51259,0_86065,2
51260,0_86067,28
51261,0_86068,31
51262,0_86070,28
51263,0_86071,28
51264,0_86073,5
51265,0_86075,39
51266,0_86076,24
51267,0_86077,5
51268,0_86081,28
51269,0_86082,26
51270,0_86083,4
51271,0_86085,9
51272,0_86086,4
51273,0_86089,33
51274,0_86090,28
51275,0_86091,28
51276,0_86093,9
51277,0_86094,24
51278,0_86096,31
51279,0_86098,28
51280,0_86100,39
51281,0_86101,24
51282,0_86102,28
51283,0_86104,28
51284,0_86107,8
51285,0_86108,8
51286,0_86110,28
51287,0_86111,4
51288,0_86112,18
51289,0_86113,29
51290,0_86114,27
51291,0_86116,28
51292,0_86118,26
51293,0_86119,3
51294,0_86122,28
51295,0_86123,2
51296,0_86124,28
51297,0_86126,4
51298,0_86129,26
51299,0_86130,3
51300,0_86131,28
51301,0_86133,28
51302,0_86134,2
51303,0_86135,31
51304,0_86136,5
51305,0_86137,7
51306,0_86139,2
51307,0_86141,25
51308,0_86142,2
51309,0_86144,26
51310,0_86145,5
51311,0_86146,4
51312,0_86147,28
51313,0_86149,5
51314,0_86151,28
51315,0_86152,28
51316,0_86153,2
51317,0_86154,28
51318,0_86155,4
51319,0_86156,4
51320,0_86157,4
51321,0_86158,39
51322,0_86160,2
51323,0_86161,8
51324,0_86162,13
51325,0_86163,28
51326,0_86164,24
51327,0_86165,28
51328,0_86166,2
51329,0_86167,2
51330,0_86168,20
51331,0_86169,2
51332,0_86170,28
51333,0_86171,28
51334,0_86172,28
51335,0_86175,2
51336,0_86177,28
51337,0_86179,28
51338,0_86180,28
51339,0_86182,24
51340,0_86184,33
51341,0_86186,18
51342,0_86187,28
51343,0_86188,28
51344,0_86189,23
51345,0_86190,2
51346,0_86191,1
51347,0_86193,2
51348,0_86195,5
51349,0_86197,4
51350,0_86198,9
51351,0_86201,24
51352,0_86203,2
51353,0_86204,5
51354,0_86205,8
51355,0_86207,28
51356,0_86209,5
51357,0_86210,28
51358,0_86211,5
51359,0_86213,4
51360,0_86214,39
51361,0_86215,27
51362,0_86216,28
51363,0_86217,5
51364,0_86218,28
51365,0_86219,8
51366,0_86220,28
51367,0_86222,24
51368,0_86224,8
51369,0_86229,18
51370,0_86231,28
51371,0_86232,28
51372,0_86233,22
51373,0_86236,28
51374,0_86239,26
51375,0_86240,28
51376,0_86241,8
51377,0_86242,7
51378,0_86243,28
51379,0_86245,28
51380,0_86249,24
51381,0_86250,28
51382,0_86251,22
51383,0_86252,8
51384,0_86253,24
51385,0_86255,9
51386,0_86256,24
51387,0_86257,8
51388,0_86260,24
51389,0_86261,24
51390,0_86262,28
51391,0_86263,28
51392,0_86264,2
51393,0_86267,3
51394,0_86268,24
51395,0_86269,28
51396,0_86270,3
51397,0_86271,9
51398,0_86272,24
51399,0_86273,28
51400,0_86277,24
51401,0_86278,4
51402,0_86280,2
51403,0_86281,28
51404,0_86282,8
51405,0_86285,9
51406,0_86286,9
51407,0_86287,28
51408,0_86289,39
51409,0_86290,28
51410,0_86291,28
51411,0_86292,24
51412,0_86293,39
51413,0_86296,9
51414,0_86297,24
51415,0_86298,24
51416,0_86299,28
51417,0_86301,27
51418,0_86303,8
51419,0_86304,0
51420,0_86309,28
51421,0_86310,28
51422,0_86311,28
51423,0_86314,4
51424,0_86315,28
51425,0_86316,8
51426,0_86319,27
51427,0_86320,4
51428,0_86321,31
51429,0_86322,20
51430,0_86323,8
51431,0_86324,28
51432,0_86328,24
51433,0_86332,9
51434,0_86335,27
51435,0_86337,13
51436,0_86340,13
51437,0_86342,28
51438,0_86343,28
51439,0_86344,28
51440,0_86346,13
51441,0_86350,24
51442,0_86351,3
51443,0_86354,24
51444,0_86358,28
51445,0_86364,28
51446,0_86365,24
51447,0_86368,27
51448,0_86369,23
51449,0_86370,23
51450,0_86371,24
51451,0_86372,27
51452,0_86374,24
51453,0_86375,8
51454,0_86376,23
51455,0_86378,24
51456,0_86380,31
51457,0_86387,9
51458,0_86388,28
51459,0_86391,23
51460,0_86393,28
51461,0_86395,8
51462,0_86398,24
51463,0_86399,28
51464,0_86401,26
51465,0_86402,26
51466,0_86403,26
51467,0_86407,13
51468,0_86409,27
51469,0_86415,27
51470,0_86416,24
51471,0_86417,31
51472,0_86418,26
51473,0_86421,24
51474,0_86422,39
51475,0_86423,28
51476,0_86427,24
51477,0_86430,9
51478,0_86431,22
51479,0_86435,28
51480,0_86436,25
51481,0_86440,24
51482,0_86442,1
51483,0_86444,3
51484,0_86445,28
51485,0_86446,2
51486,0_86447,28
51487,0_86449,26
51488,0_86451,5
51489,0_86452,28
51490,0_86455,9
51491,0_86458,27
51492,0_86461,28
51493,0_86462,25
51494,0_86463,4
51495,0_86465,31
51496,0_86466,26
51497,0_86468,3
51498,0_86469,24
51499,0_86472,4
51500,0_86473,24
51501,0_86474,24
51502,0_86475,8
51503,0_86476,4
51504,0_86478,24
51505,0_86480,28
51506,0_86485,28
51507,0_86486,22
51508,0_86487,2
51509,0_86488,3
51510,0_86489,5
51511,0_86490,8
51512,0_86491,24
51513,0_86492,28
51514,0_86495,26
51515,0_86496,3
51516,0_86498,26
51517,0_86499,13
51518,0_86500,28
51519,0_86502,28
51520,0_86503,7
51521,0_86504,24
51522,0_86505,2
51523,0_86506,24
51524,0_86510,17
51525,0_86515,5
51526,0_86516,24
51527,0_86517,4
51528,0_86519,5
51529,0_86520,24
51530,0_86521,3
51531,0_86522,28
51532,0_86523,4
51533,0_86524,24
51534,0_86529,24
51535,0_86531,28
51536,0_86532,3
51537,0_86535,3
51538,0_86536,23
51539,0_86537,24
51540,0_86540,8
51541,0_86550,26
51542,0_86552,2
51543,0_86557,18
51544,0_86562,28
51545,0_86565,7
51546,0_86568,28
51547,0_86579,8
51548,0_86580,31
51549,0_86582,9
51550,0_86583,3
51551,0_86586,31
51552,0_86591,39
51553,0_86592,28
51554,0_86593,20
51555,0_86594,27
51556,0_86595,25
51557,0_86596,13
51558,0_86597,5
51559,0_86598,24
51560,0_86599,5
51561,0_86601,2
51562,0_86603,24
51563,0_86605,28
51564,0_86608,28
51565,0_86609,23
51566,0_86610,24
51567,0_86611,27
51568,0_86616,27
51569,0_86617,28
51570,0_86622,26
51571,0_86623,24
51572,0_86624,31
51573,0_86625,24
51574,0_86627,24
51575,0_86628,24
51576,0_86629,24
51577,0_86632,4
51578,0_86633,4
51579,0_86634,27
51580,0_86635,13
51581,0_86636,24
51582,0_86641,8
51583,0_86647,27
51584,0_86654,28
51585,0_86655,28
51586,0_86658,28
51587,0_86660,24
51588,0_86663,17
51589,0_86665,8
51590,0_86667,24
51591,0_86668,3
51592,0_86669,24
51593,0_86675,28
51594,0_86676,5
51595,0_86677,24
51596,0_86680,24
51597,0_86681,20
51598,0_86684,24
51599,0_86685,39
51600,0_86688,26
51601,0_86690,2
51602,0_86692,18
51603,0_86693,24
51604,0_86694,9
51605,0_86696,24
51606,0_86697,24
51607,0_86701,24
51608,0_86703,24
51609,0_86704,2
51610,0_86705,28
51611,0_86708,26
51612,0_86710,28
51613,0_86711,25
51614,0_86713,24
51615,0_86714,8
51616,0_86716,28
51617,0_86718,17
51618,0_86720,28
51619,0_86721,2
51620,0_86723,28
51621,0_86725,24
51622,0_86726,23
51623,0_86728,24
51624,0_86730,28
51625,0_86732,28
51626,0_86734,27
51627,0_86736,5
51628,0_86737,24
51629,0_86739,27
51630,0_86741,25
51631,0_86742,24
51632,0_86743,24
51633,0_86745,25
51634,0_86746,4
51635,0_86748,4
51636,0_86749,28
51637,0_86752,31
51638,0_86753,24
51639,0_86756,5
51640,0_86759,9
51641,0_86760,24
51642,0_86762,17
51643,0_86769,27
51644,0_86770,5
51645,0_86771,2
51646,0_86772,27
51647,0_86773,31
51648,0_86774,24
51649,0_86776,2
51650,0_86777,28
51651,0_86778,31
51652,0_86780,3
51653,0_86781,24
51654,0_86792,29
51655,0_86793,24
51656,0_86794,24
51657,0_86796,27
51658,0_86797,24
51659,0_86800,13
51660,0_86802,24
51661,0_86803,24
51662,0_86804,39
51663,0_86806,26
51664,0_86807,24
51665,0_86809,13
51666,0_86810,24
51667,0_86811,24
51668,0_86812,24
51669,0_86813,24
51670,0_86815,24
51671,0_86817,2
51672,0_86818,28
51673,0_86819,31
51674,0_86821,1
51675,0_86822,28
51676,0_86825,9
51677,0_86826,23
51678,0_86827,28
51679,0_86829,24
51680,0_86831,26
51681,0_86833,28
51682,0_86837,5
51683,0_86839,24
51684,0_86841,39
51685,0_86842,20
51686,0_86844,18
51687,0_86847,28
51688,0_86848,31
51689,0_86851,9
51690,0_86852,28
51691,0_86853,22
51692,0_86856,24
51693,0_86858,24
51694,0_86860,39
51695,0_86861,4
51696,0_86862,24
51697,0_86864,24
51698,0_86866,8
51699,0_86867,28
51700,0_86869,8
51701,0_86870,8
51702,0_86871,4
51703,0_86872,26
51704,0_86873,28
51705,0_86874,24
51706,0_86877,28
51707,0_86879,24
51708,0_86880,24
51709,0_86881,28
51710,0_86883,33
51711,0_86884,28
51712,0_86885,24
51713,0_86886,31
51714,0_86887,9
51715,0_86889,4
51716,0_86890,28
51717,0_86893,26
51718,0_86894,28
51719,0_86898,2
51720,0_86900,28
51721,0_86901,13
51722,0_86902,20
51723,0_86903,24
51724,0_86905,28
51725,0_86907,8
51726,0_86910,24
51727,0_86911,28
51728,0_86912,28
51729,0_86914,28
51730,0_86916,9
51731,0_86917,28
51732,0_86918,13
51733,0_86920,28
51734,0_86922,13
51735,0_86923,20
51736,0_86924,28
51737,0_86925,20
51738,0_86926,20
51739,0_86928,9
51740,0_86930,28
51741,0_86931,8
51742,0_86932,24
51743,0_86933,28
51744,0_86936,28
51745,0_86937,20
51746,0_86938,20
51747,0_86940,28
51748,0_86941,5
51749,0_86943,8
51750,0_86944,28
51751,0_86946,28
51752,0_86948,5
51753,0_86949,24
51754,0_86951,24
51755,0_86952,18
51756,0_86953,28
51757,0_86954,2
51758,0_86955,24
51759,0_86956,8
51760,0_86958,5
51761,0_86960,28
51762,0_86961,22
51763,0_86962,8
51764,0_86965,4
51765,0_86967,28
51766,0_86969,5
51767,0_86972,24
51768,0_86973,24
51769,0_86975,28
51770,0_86977,28
51771,0_86979,2
51772,0_86982,1
51773,0_86983,28
51774,0_86986,24
51775,0_86987,33
51776,0_86989,28
51777,0_86995,28
51778,0_86996,4
51779,0_86997,24
51780,0_87000,39
51781,0_87001,33
51782,0_87003,24
51783,0_87005,4
51784,0_87006,24
51785,0_87007,8
51786,0_87008,8
51787,0_87010,3
51788,0_87012,28
51789,0_87013,27
51790,0_87017,28
51791,0_87020,20
51792,0_87023,1
51793,0_87025,8
51794,0_87028,24
51795,0_87029,26
51796,0_87030,28
51797,0_87031,28
51798,0_87032,9
51799,0_87033,22
51800,0_87034,28
51801,0_87035,18
51802,0_87036,24
51803,0_87037,2
51804,0_87038,8
51805,0_87039,22
51806,0_87041,24
51807,0_87044,4
51808,0_87045,5
51809,0_87046,28
51810,0_87047,39
51811,0_87048,28
51812,0_87049,8
51813,0_87051,28
51814,0_87052,4
51815,0_87055,15
51816,0_87057,9
51817,0_87058,20
51818,0_87059,28
51819,0_87060,9
51820,0_87064,31
51821,0_87065,20
51822,0_87067,5
51823,0_87068,28
51824,0_87070,8
51825,0_87076,24
51826,0_87077,2
51827,0_87078,4
51828,0_87079,31
51829,0_87080,8
51830,0_87082,7
51831,0_87083,24
51832,0_87084,28
51833,0_87086,26
51834,0_87088,5
51835,0_87090,8
51836,0_87091,17
51837,0_87092,24
51838,0_87096,9
51839,0_87097,26
51840,0_87098,24
51841,0_87100,4
51842,0_87101,9
51843,0_87103,5
51844,0_87104,39
51845,0_87105,28
51846,0_87106,9
51847,0_87107,2
51848,0_87109,4
51849,0_87111,33
51850,0_87112,28
51851,0_87115,9
51852,0_87116,22
51853,0_87117,28
51854,0_87118,28
51855,0_87122,28
51856,0_87125,28
51857,0_87127,29
51858,0_87128,39
51859,0_87132,28
51860,0_87134,24
51861,0_87135,28
51862,0_87137,24
51863,0_87138,28
51864,0_87139,22
51865,0_87141,28
51866,0_87143,17
51867,0_87144,4
51868,0_87145,13
51869,0_87146,23
51870,0_87147,28
51871,0_87149,24
51872,0_87150,8
51873,0_87151,5
51874,0_87153,24
51875,0_87154,4
51876,0_87161,27
51877,0_87163,24
51878,0_87166,24
51879,0_87167,33
51880,0_87168,24
51881,0_87170,27
51882,0_87172,28
51883,0_87174,24
51884,0_87177,24
51885,0_87178,28
51886,0_87179,27
51887,0_87180,4
51888,0_87181,26
51889,0_87184,24
51890,0_87185,24
51891,0_87186,28
51892,0_87188,24
51893,0_87191,27
51894,0_87192,13
51895,0_87194,28
51896,0_87195,24
51897,0_87197,24
51898,0_87198,24
51899,0_87200,5
51900,0_87203,26
51901,0_87204,24
51902,0_87206,33
51903,0_87208,27
51904,0_87210,24
51905,0_87211,2
51906,0_87213,31
51907,0_87214,24
51908,0_87216,24
51909,0_87220,24
51910,0_87222,24
51911,0_87223,5
51912,0_87224,24
51913,0_87225,17
51914,0_87227,28
51915,0_87229,24
51916,0_87230,24
51917,0_87231,4
51918,0_87232,24
51919,0_87236,24
51920,0_87239,9
51921,0_87241,4
51922,0_87242,5
51923,0_87243,24
51924,0_87244,9
51925,0_87246,24
51926,0_87247,4
51927,0_87248,24
51928,0_87251,24
51929,0_87252,24
51930,0_87253,28
51931,0_87255,24
51932,0_87257,24
51933,0_87259,20
51934,0_87262,5
51935,0_87263,24
51936,0_87265,4
51937,0_87266,23
51938,0_87267,27
51939,0_87268,24
51940,0_87269,23
51941,0_87270,24
51942,0_87272,39
51943,0_87274,23
51944,0_87279,24
51945,0_87280,4
51946,0_87282,28
51947,0_87284,25
51948,0_87288,27
51949,0_87291,24
51950,0_87295,22
51951,0_87296,24
51952,0_87297,24
51953,0_87299,2
51954,0_87300,22
51955,0_87301,24
51956,0_87302,24
51957,0_87305,24
51958,0_87306,24
51959,0_87307,27
51960,0_87308,24
51961,0_87309,24
51962,0_87310,23
51963,0_87311,24
51964,0_87314,5
51965,0_87316,24
51966,0_87317,24
51967,0_87320,4
51968,0_87323,18
51969,0_87326,31
51970,0_87328,28
51971,0_87330,8
51972,0_87331,27
51973,0_87332,28
51974,0_87333,28
51975,0_87334,2
51976,0_87339,20
51977,0_87340,26
51978,0_87341,24
51979,0_87343,4
51980,0_87344,28
51981,0_87345,5
51982,0_87346,8
51983,0_87347,3
51984,0_87349,4
51985,0_87350,24
51986,0_87351,28
51987,0_87353,28
51988,0_87354,28
51989,0_87356,5
51990,0_87357,5
51991,0_87358,2
51992,0_87359,22
51993,0_87360,9
51994,0_87362,8
51995,0_87363,28
51996,0_87365,2
51997,0_87366,28
51998,0_87367,32
51999,0_87368,8
52000,0_87369,4
52001,0_87370,8
52002,0_87371,8
52003,0_87372,27
52004,0_87373,13
52005,0_87374,23
52006,0_87376,27
52007,0_87377,28
52008,0_87378,4
52009,0_87380,2
52010,0_87381,28
52011,0_87386,28
52012,0_87387,28
52013,0_87388,28
52014,0_87389,28
52015,0_87390,28
52016,0_87391,23
52017,0_87393,23
52018,0_87394,24
52019,0_87395,28
52020,0_87397,28
52021,0_87399,33
52022,0_87400,9
52023,0_87401,26
52024,0_87402,3
52025,0_87403,28
52026,0_87404,28
52027,0_87406,39
52028,0_87407,26
52029,0_87408,20
52030,0_87413,9
52031,0_87415,26
52032,0_87416,28
52033,0_87417,26
52034,0_87419,5
52035,0_87421,8
52036,0_87423,2
52037,0_87424,9
52038,0_87425,8
52039,0_87426,4
52040,0_87427,9
52041,0_87429,26
52042,0_87430,4
52043,0_87431,17
52044,0_87434,33
52045,0_87435,28
52046,0_87436,28
52047,0_87437,4
52048,0_87438,26
52049,0_87439,8
52050,0_87440,28
52051,0_87441,7
52052,0_87444,26
52053,0_87445,20
52054,0_87446,3
52055,0_87447,24
52056,0_87449,5
52057,0_87451,26
52058,0_87452,24
52059,0_87453,5
52060,0_87454,39
52061,0_87456,8
52062,0_87457,23
52063,0_87458,28
52064,0_87459,4
52065,0_87460,2
52066,0_87461,24
52067,0_87462,7
52068,0_87463,26
52069,0_87467,28
52070,0_87468,3
52071,0_87469,26
52072,0_87470,26
52073,0_87472,2
52074,0_87476,28
52075,0_87477,8
52076,0_87478,26
52077,0_87479,24
52078,0_87481,28
52079,0_87482,5
52080,0_87483,28
52081,0_87484,28
52082,0_87485,28
52083,0_87487,28
52084,0_87488,39
52085,0_87489,5
52086,0_87490,28
52087,0_87492,24
52088,0_87494,28
52089,0_87495,4
52090,0_87497,28
52091,0_87498,28
52092,0_87499,8
52093,0_87502,8
52094,0_87505,28
52095,0_87507,28
52096,0_87508,28
52097,0_87509,28
52098,0_87510,4
52099,0_87512,28
